customer_id,date,revenue,channel,region
530,2023-04-30,249.29,Google Ads,US
382,2023-01-31,271.9,Organic,APAC
435,2022-04-11,360.35,Organic,APAC
581,2023-04-03,198.18,Email,US
975,2022-12-31,169.72,Organic,US
236,2022-07-03,267.89,Referral,APAC
911,2023-05-16,442.53,Referral,EU
415,2023-04-21,444.43,Referral,US
451,2023-03-29,267.05,Email,EU
522,2022-04-23,188.16,Google Ads,EU
19,2022-03-01,33.02,Organic,EU
92,2022-06-07,242.59,Email,APAC
159,2023-05-18,93.43,Organic,US
954,2022-10-14,172.48,Organic,US
447,2022-12-11,182.9,Organic,US
560,2023-06-09,367.67,Referral,APAC
193,2023-06-23,105.74,Referral,EU
858,2022-06-15,474.86,Email,APAC
775,2022-12-02,340.63,Google Ads,US
245,2023-03-31,298.47,Email,US
456,2023-11-03,409.95,Email,US
411,2023-02-02,190.81,Referral,APAC
259,2022-07-16,383.08,Google Ads,APAC
367,2023-09-07,182.1,Organic,EU
898,2022-06-17,275.2,Google Ads,EU
329,2022-07-18,387.05,Referral,US
992,2024-01-01,167.46,Organic,APAC
963,2022-12-25,148.13,Google Ads,APAC
233,2022-12-14,352.41,Google Ads,EU
581,2023-11-19,75.41,Referral,APAC
132,2022-03-15,68.3,Referral,APAC
471,2022-10-21,331.15,Organic,EU
485,2023-09-28,256.81,Organic,EU
472,2022-01-30,218.08,Organic,US
636,2023-03-23,125.55,Email,APAC
116,2023-10-07,329.97,Referral,EU
846,2022-08-10,296.93,Google Ads,EU
546,2023-11-29,92.34,Referral,APAC
215,2022-04-04,396.86,Organic,US
676,2022-12-31,244.52,Organic,EU
518,2023-09-12,132.93,Referral,US
805,2023-07-11,446.29,Organic,APAC
135,2022-01-21,230.4,Email,EU
111,2022-04-24,209.49,Email,EU
18,2023-04-02,396.83,Referral,EU
555,2023-11-17,50.77,Email,US
528,2022-06-29,211.01,Email,EU
991,2023-04-10,440.5,Email,US
372,2022-08-10,296.24,Email,US
238,2022-02-04,99.59,Email,EU
433,2022-11-14,24.88,Google Ads,EU
42,2022-05-24,87.73,Google Ads,US
518,2022-03-05,499.61,Referral,EU
133,2022-01-29,443.75,Organic,EU
813,2023-03-02,452.75,Referral,APAC
845,2022-09-04,126.01,Organic,US
485,2022-11-03,262.91,Referral,US
532,2022-09-01,438.16,Organic,US
838,2022-03-08,376.48,Referral,APAC
2,2022-10-28,338.72,Organic,APAC
502,2023-12-02,33.77,Referral,APAC
863,2022-06-15,493.94,Email,APAC
743,2022-02-23,472.53,Referral,EU
950,2022-11-25,135.21,Referral,APAC
532,2023-06-19,448.22,Referral,EU
286,2022-06-20,166.38,Referral,US
199,2022-04-29,70.88,Google Ads,EU
458,2022-04-27,162.9,Email,US
323,2023-01-11,202.42,Email,US
182,2023-06-16,477.49,Email,EU
1,2023-08-18,386.32,Referral,US
582,2023-11-20,389.24,Referral,US
670,2023-10-21,477.56,Referral,APAC
953,2023-11-05,450.58,Organic,EU
584,2023-08-19,128.9,Referral,EU
354,2023-01-13,419.72,Referral,US
360,2022-09-15,121.54,Email,EU
22,2023-03-28,156.98,Google Ads,US
13,2023-10-02,452.9,Email,US
372,2023-09-11,320.28,Referral,US
935,2022-07-22,240.23,Organic,APAC
286,2022-12-10,125.2,Email,EU
234,2023-10-04,55.84,Organic,APAC
610,2022-08-14,341.38,Referral,EU
286,2023-02-18,127.19,Referral,EU
637,2023-04-19,268.75,Referral,US
741,2023-07-25,472.34,Email,US
804,2023-10-15,414.61,Organic,EU
335,2022-08-19,203.54,Referral,APAC
613,2023-11-30,325.9,Google Ads,APAC
727,2022-12-06,440.85,Email,APAC
314,2023-05-25,478.64,Referral,APAC
986,2022-07-26,242.6,Email,APAC
43,2022-03-09,331.74,Referral,EU
202,2022-09-23,342.84,Referral,US
470,2023-12-18,29.67,Google Ads,EU
825,2023-08-22,368.23,Google Ads,EU
824,2023-04-09,235.4,Referral,APAC
204,2023-03-15,434.98,Google Ads,APAC
418,2023-09-28,253.79,Referral,EU
557,2022-09-27,32.18,Google Ads,APAC
723,2023-10-23,330.77,Referral,US
608,2022-07-18,434.48,Google Ads,US
753,2023-03-04,300.26,Google Ads,EU
449,2023-10-24,55.89,Google Ads,APAC
169,2022-04-01,198.85,Referral,US
44,2022-05-09,447.48,Referral,EU
176,2022-02-04,10.95,Organic,EU
85,2023-11-17,311.42,Referral,US
441,2023-07-31,179.94,Google Ads,APAC
610,2023-10-09,121.92,Google Ads,EU
98,2022-05-23,21.39,Organic,EU
274,2022-11-17,261.06,Email,APAC
455,2022-09-04,76.33,Organic,APAC
34,2022-12-06,385.92,Google Ads,US
531,2022-09-27,151.85,Referral,US
181,2023-07-11,76.83,Organic,EU
33,2022-08-04,387.17,Organic,EU
359,2023-03-22,320.86,Email,US
842,2022-08-14,217.63,Google Ads,APAC
254,2022-04-02,371.75,Organic,US
350,2023-11-14,309.86,Organic,EU
326,2023-07-26,332.39,Organic,EU
315,2022-02-25,364.12,Organic,EU
550,2023-05-10,123.16,Referral,US
190,2022-04-26,294.26,Google Ads,APAC
259,2023-10-23,20.08,Email,APAC
940,2023-05-01,21.17,Referral,EU
80,2023-01-26,186.44,Organic,US
705,2022-09-28,204.9,Referral,EU
67,2022-08-08,162.46,Referral,EU
395,2023-07-23,177.39,Organic,EU
931,2022-01-31,280.35,Google Ads,APAC
707,2022-10-28,454.52,Referral,EU
79,2022-09-13,26.62,Email,EU
655,2022-04-07,291.57,Google Ads,EU
447,2023-04-13,231.5,Organic,US
698,2023-04-21,37.04,Google Ads,APAC
356,2023-08-25,27.83,Organic,US
74,2022-11-01,426.27,Referral,EU
745,2022-08-06,243.94,Referral,EU
980,2022-01-25,226.9,Organic,US
557,2022-12-04,156.45,Organic,APAC
273,2023-11-15,216.54,Referral,US
643,2023-06-11,359.12,Referral,APAC
161,2022-07-19,162.06,Email,APAC
996,2022-11-21,13.01,Organic,US
187,2022-10-31,367.42,Organic,US
327,2023-12-14,366.66,Google Ads,APAC
831,2023-12-27,225.52,Organic,APAC
186,2023-05-12,463.12,Referral,US
248,2022-07-20,19.47,Organic,APAC
183,2022-11-27,368.91,Referral,APAC
45,2023-04-08,244.02,Email,APAC
198,2023-07-15,368.07,Referral,EU
496,2022-07-20,400.77,Google Ads,US
454,2022-06-29,402.91,Email,EU
846,2023-07-09,313.2,Email,EU
913,2023-03-10,91.93,Google Ads,APAC
131,2023-04-01,43.5,Referral,US
133,2022-08-05,408.61,Email,US
999,2022-11-01,102.68,Google Ads,EU
775,2022-06-25,383.98,Referral,EU
619,2022-05-13,235.63,Organic,APAC
677,2023-06-23,257.37,Organic,APAC
386,2023-11-18,405.86,Email,APAC
137,2023-12-22,139.71,Referral,EU
935,2022-04-23,11.33,Referral,US
267,2023-09-08,77.9,Google Ads,EU
399,2023-02-09,302.38,Organic,APAC
873,2023-05-20,147.18,Organic,APAC
377,2022-11-03,193.86,Organic,APAC
646,2023-12-16,297.71,Email,APAC
881,2023-11-25,143.59,Referral,US
965,2023-09-27,214.75,Referral,US
520,2022-09-24,273.92,Referral,APAC
662,2023-08-09,70.1,Organic,EU
582,2022-04-16,175.83,Organic,EU
429,2022-05-12,265.74,Referral,APAC
97,2023-10-03,202.67,Organic,US
153,2023-02-27,446.96,Organic,EU
201,2023-07-16,356.13,Google Ads,APAC
820,2022-03-08,333.58,Organic,APAC
841,2022-10-04,186.54,Organic,US
743,2022-06-03,265.73,Google Ads,US
933,2022-10-24,187.16,Email,US
83,2022-04-26,253.48,Email,US
398,2022-04-18,202.22,Referral,APAC
158,2023-12-30,272.32,Google Ads,EU
60,2023-10-13,30.4,Referral,APAC
902,2022-08-30,275.82,Referral,EU
611,2022-05-30,173.86,Referral,APAC
226,2022-12-12,86.95,Google Ads,EU
784,2022-12-09,180.1,Referral,EU
175,2022-12-28,240.59,Referral,APAC
530,2023-01-13,128.41,Google Ads,APAC
82,2022-06-23,435.26,Organic,US
493,2023-02-02,31.98,Referral,APAC
396,2023-10-14,411.71,Email,APAC
316,2022-05-30,147.63,Organic,APAC
236,2022-12-05,71.75,Organic,EU
904,2022-02-24,449.29,Google Ads,EU
552,2022-03-30,429.07,Referral,EU
123,2023-01-15,198.3,Referral,EU
569,2022-12-18,88.52,Email,APAC
225,2022-05-22,222.77,Email,APAC
694,2022-03-01,465.39,Referral,US
293,2022-12-22,456.88,Referral,US
945,2023-12-07,212.55,Email,EU
399,2023-11-14,104.79,Organic,EU
583,2023-06-29,166.76,Email,US
983,2023-09-28,425.99,Referral,EU
380,2022-12-07,160.23,Referral,US
408,2022-05-24,429.65,Referral,APAC
968,2023-04-20,474.21,Google Ads,US
82,2022-12-13,474.67,Google Ads,APAC
622,2023-10-28,458.51,Organic,US
114,2023-10-12,220.43,Organic,APAC
348,2023-07-21,62.47,Email,EU
56,2023-02-19,25.2,Email,US
453,2022-11-04,416.46,Referral,APAC
918,2022-01-30,369.9,Organic,EU
168,2023-06-03,135.46,Organic,APAC
496,2022-12-14,267.38,Organic,APAC
884,2022-09-26,299.53,Google Ads,EU
595,2023-01-02,61.63,Google Ads,APAC
859,2023-02-13,341.93,Organic,US
992,2022-12-06,253.08,Email,US
717,2022-06-29,335.29,Google Ads,US
90,2022-07-25,398.16,Google Ads,EU
671,2023-10-02,107.49,Email,EU
854,2022-04-04,349.59,Email,US
953,2022-04-28,240.37,Google Ads,APAC
455,2023-02-14,103.17,Organic,APAC
46,2022-04-15,182.91,Referral,US
321,2023-01-03,498.59,Referral,APAC
996,2022-12-21,149.74,Organic,EU
267,2023-05-27,413.76,Referral,EU
537,2023-02-13,111.34,Email,APAC
498,2022-08-26,13.56,Email,US
695,2023-02-14,14.81,Google Ads,US
737,2022-12-03,67.96,Organic,US
680,2023-02-13,373.35,Email,US
622,2023-07-21,157.56,Organic,US
692,2022-01-10,451.72,Referral,APAC
7,2022-08-11,288.06,Google Ads,APAC
630,2023-10-29,114.25,Referral,US
630,2022-10-17,408.17,Organic,APAC
620,2022-10-20,93.92,Organic,APAC
321,2023-07-11,188.6,Email,EU
561,2023-09-25,351.95,Email,EU
386,2023-05-16,214.34,Email,US
743,2023-02-02,446.83,Organic,US
636,2023-06-02,13.55,Email,APAC
483,2022-12-18,380.32,Google Ads,US
310,2023-10-02,18.98,Referral,EU
776,2023-03-19,468.02,Google Ads,US
251,2023-04-14,241.61,Email,US
89,2023-01-27,110.42,Referral,EU
119,2022-12-16,100.64,Organic,APAC
880,2022-03-02,471.97,Email,APAC
635,2023-01-28,405.15,Google Ads,US
407,2022-11-13,35.08,Google Ads,US
834,2022-12-15,53.61,Referral,EU
65,2022-06-10,385.12,Referral,EU
376,2022-06-06,361.64,Google Ads,EU
436,2022-06-16,312.36,Organic,US
209,2023-08-02,88.9,Organic,EU
491,2023-06-02,156.07,Google Ads,APAC
208,2022-06-23,250.56,Google Ads,US
94,2023-01-02,294.3,Referral,US
631,2022-02-14,13.48,Google Ads,APAC
844,2023-02-13,193.47,Organic,APAC
573,2022-04-24,410.33,Referral,US
244,2022-10-01,13.14,Referral,US
907,2023-06-03,33.33,Organic,US
172,2023-06-27,368.27,Email,US
670,2023-07-20,93.97,Organic,US
283,2023-04-27,128.17,Organic,US
665,2023-03-22,102.93,Email,US
943,2022-09-03,97.2,Referral,APAC
823,2023-11-21,384.41,Referral,US
140,2022-07-16,372.77,Email,US
457,2022-06-09,149.67,Organic,APAC
207,2022-10-18,419.7,Organic,EU
824,2023-03-08,120.22,Google Ads,APAC
563,2022-03-19,154.08,Referral,EU
471,2023-02-10,92.43,Organic,US
984,2023-08-13,433.82,Organic,EU
344,2023-10-29,227.53,Organic,EU
296,2022-01-23,479.41,Google Ads,APAC
206,2023-11-10,454.28,Organic,APAC
784,2023-06-13,312.93,Google Ads,EU
922,2023-03-29,310.36,Organic,US
944,2022-04-16,266.11,Organic,EU
333,2022-08-12,325.43,Organic,APAC
243,2022-07-05,85.47,Referral,US
75,2022-07-05,180.77,Email,US
78,2022-07-29,184.47,Referral,US
731,2022-12-21,423.04,Referral,EU
693,2022-12-07,297.56,Organic,US
883,2022-04-04,240.19,Referral,EU
111,2023-01-24,68.54,Referral,US
876,2022-12-13,390.01,Organic,US
513,2022-08-06,394.73,Google Ads,US
795,2023-07-26,252.44,Google Ads,APAC
7,2022-09-27,287.82,Google Ads,APAC
65,2022-11-06,461.75,Google Ads,APAC
170,2022-12-23,455.67,Google Ads,APAC
669,2022-08-22,177.78,Google Ads,APAC
858,2023-07-20,257.03,Referral,US
648,2023-10-08,462.87,Email,EU
90,2023-04-30,144.2,Organic,APAC
353,2023-11-26,14.81,Google Ads,APAC
899,2023-07-22,426.67,Organic,EU
909,2022-02-14,366.59,Referral,US
932,2023-09-23,418.64,Referral,US
336,2023-10-28,53.35,Referral,APAC
475,2022-09-19,398.75,Referral,US
478,2022-11-09,474.95,Email,US
820,2022-11-12,182.25,Google Ads,APAC
260,2023-11-30,303.72,Organic,APAC
791,2022-07-18,36.68,Organic,EU
830,2022-01-30,231.77,Referral,APAC
842,2022-07-10,35.42,Email,US
203,2023-03-09,304.5,Email,US
867,2023-04-17,363.28,Referral,US
601,2022-03-04,41.38,Email,US
149,2022-10-30,84.66,Email,EU
208,2023-02-13,414.87,Google Ads,EU
111,2023-06-16,96.09,Google Ads,EU
886,2023-05-24,400.75,Google Ads,US
788,2022-03-23,134.49,Organic,EU
588,2022-04-03,144.21,Organic,APAC
119,2023-10-10,416.33,Email,EU
290,2023-10-21,238.43,Email,APAC
628,2023-01-02,402.98,Organic,US
452,2023-07-05,386.18,Google Ads,US
208,2023-04-21,233.13,Organic,US
382,2023-12-16,452.19,Organic,APAC
269,2023-06-20,154.21,Organic,US
145,2023-03-16,36.93,Referral,EU
379,2022-04-03,174.59,Email,EU
384,2023-08-27,102.49,Google Ads,US
244,2022-03-08,485.82,Referral,EU
605,2023-06-03,222.46,Email,EU
822,2023-12-09,146.38,Email,APAC
275,2023-04-14,35.17,Organic,EU
374,2023-08-08,482.05,Email,EU
876,2022-11-26,75.56,Google Ads,EU
639,2022-03-28,86.76,Referral,APAC
595,2022-11-26,117.66,Email,US
743,2022-09-01,438.38,Email,EU
89,2022-08-17,392.92,Organic,EU
32,2022-12-03,433.01,Email,APAC
667,2022-03-06,73.97,Referral,APAC
535,2022-10-26,250.21,Email,US
46,2023-01-21,352.56,Referral,EU
798,2022-11-07,155.77,Email,APAC
880,2023-03-24,335.96,Referral,EU
80,2022-10-16,37.43,Referral,EU
26,2022-02-04,17.32,Referral,EU
896,2023-02-24,101.02,Google Ads,EU
990,2023-07-10,204.87,Referral,US
204,2022-12-12,270.37,Google Ads,US
801,2023-12-23,434.61,Organic,APAC
971,2023-03-06,257.58,Google Ads,EU
829,2022-09-12,120.16,Google Ads,EU
742,2023-07-15,150.35,Referral,US
241,2022-05-07,192.0,Referral,US
494,2023-12-21,324.82,Organic,APAC
187,2023-05-15,481.9,Email,US
160,2022-08-03,314.23,Google Ads,US
212,2022-05-17,457.35,Referral,US
268,2022-05-07,13.06,Google Ads,APAC
372,2022-05-21,56.23,Email,APAC
44,2023-06-18,341.1,Referral,EU
750,2022-02-13,61.01,Email,EU
620,2023-09-27,403.97,Organic,APAC
580,2023-10-03,357.79,Google Ads,US
906,2023-09-21,209.9,Referral,EU
731,2023-10-20,220.28,Organic,APAC
664,2022-03-10,158.28,Email,US
962,2022-04-04,385.59,Organic,US
277,2022-06-02,496.44,Organic,EU
702,2022-12-23,81.59,Email,US
201,2022-08-21,101.83,Google Ads,US
180,2022-03-09,57.21,Google Ads,APAC
589,2022-08-27,64.27,Email,US
124,2023-08-14,264.85,Organic,EU
833,2023-08-06,211.8,Email,US
86,2022-10-02,260.92,Google Ads,APAC
949,2023-11-27,461.17,Email,US
834,2023-10-25,450.69,Referral,US
144,2023-09-13,442.35,Referral,US
264,2022-11-01,188.92,Organic,US
1,2023-05-10,444.45,Google Ads,EU
600,2023-12-22,210.38,Email,APAC
16,2023-04-11,227.35,Google Ads,US
930,2022-07-03,456.04,Referral,EU
37,2022-10-19,419.83,Organic,EU
990,2023-03-27,188.28,Referral,APAC
674,2023-10-19,144.05,Email,APAC
601,2023-11-16,91.02,Google Ads,US
972,2022-01-09,361.15,Organic,US
76,2023-02-22,242.04,Organic,APAC
485,2023-11-26,147.51,Google Ads,EU
478,2022-11-30,426.93,Referral,EU
616,2023-03-16,112.1,Organic,EU
361,2023-09-27,415.08,Organic,APAC
951,2023-02-03,380.2,Email,APAC
192,2022-10-25,371.72,Email,US
126,2023-11-26,335.13,Email,EU
594,2023-05-17,362.67,Google Ads,APAC
89,2022-03-28,399.27,Referral,APAC
776,2023-06-09,274.44,Email,APAC
214,2022-06-11,410.04,Email,APAC
752,2022-08-13,70.5,Referral,EU
301,2023-06-19,165.85,Referral,APAC
794,2023-12-27,458.91,Referral,APAC
633,2022-04-14,185.34,Email,EU
219,2023-04-05,439.11,Email,EU
416,2023-12-18,157.59,Organic,APAC
57,2022-12-10,269.51,Referral,APAC
945,2022-01-23,170.85,Email,APAC
210,2023-07-27,279.07,Referral,EU
487,2023-03-12,350.31,Google Ads,US
916,2022-05-05,472.6,Email,EU
951,2022-09-17,288.09,Google Ads,US
743,2022-11-30,144.27,Google Ads,US
624,2022-02-17,147.07,Referral,APAC
878,2022-12-12,405.6,Referral,US
584,2023-06-23,36.4,Google Ads,EU
285,2022-12-21,90.32,Google Ads,APAC
459,2023-06-19,131.98,Email,EU
556,2022-11-05,345.99,Google Ads,US
389,2023-04-05,179.51,Referral,APAC
96,2023-03-18,163.11,Organic,APAC
73,2023-04-02,461.92,Google Ads,EU
332,2023-06-21,395.25,Email,APAC
788,2023-09-16,361.88,Google Ads,US
550,2023-11-17,10.38,Referral,EU
695,2022-05-27,438.73,Email,APAC
45,2022-12-31,343.06,Referral,EU
115,2022-03-30,153.38,Email,APAC
673,2023-09-06,192.95,Referral,EU
508,2022-05-16,265.25,Referral,US
736,2023-05-21,10.39,Email,APAC
199,2023-07-20,17.86,Email,US
189,2023-08-14,151.51,Email,APAC
44,2023-06-14,317.67,Organic,EU
499,2022-04-07,54.73,Referral,EU
566,2023-01-03,146.71,Google Ads,EU
593,2023-03-19,166.78,Google Ads,APAC
188,2023-12-16,439.22,Email,US
283,2022-06-13,34.24,Referral,US
330,2022-08-05,328.57,Referral,US
37,2022-08-14,170.17,Google Ads,US
974,2023-11-14,171.97,Google Ads,US
676,2022-06-22,184.11,Email,EU
127,2023-09-20,411.9,Referral,APAC
83,2023-03-08,208.05,Organic,US
988,2022-02-22,394.1,Referral,APAC
852,2022-03-21,74.34,Referral,US
443,2022-10-13,385.54,Email,US
82,2022-06-18,306.12,Referral,EU
358,2022-12-28,43.57,Email,EU
101,2022-10-24,130.56,Referral,APAC
774,2023-02-16,269.96,Email,US
237,2023-11-29,110.82,Google Ads,US
544,2023-08-10,397.31,Email,APAC
977,2023-09-17,491.57,Organic,US
284,2023-11-05,168.83,Referral,US
22,2023-01-14,375.23,Email,US
110,2022-02-06,14.4,Google Ads,APAC
885,2022-12-13,127.01,Google Ads,APAC
529,2022-07-10,318.27,Referral,US
107,2023-01-02,388.92,Google Ads,EU
170,2022-08-12,206.46,Organic,US
555,2022-03-01,310.04,Organic,US
750,2023-11-08,280.31,Google Ads,US
376,2023-05-08,41.65,Email,US
935,2023-04-08,206.66,Email,EU
712,2023-02-28,153.95,Organic,US
580,2022-11-20,415.13,Organic,APAC
278,2022-01-09,192.52,Organic,APAC
239,2022-09-02,428.01,Email,US
374,2022-01-24,355.1,Email,APAC
731,2022-10-07,352.46,Google Ads,EU
447,2023-08-10,18.71,Email,US
91,2022-09-20,120.92,Google Ads,APAC
106,2023-09-14,11.09,Google Ads,APAC
152,2023-11-15,301.44,Organic,EU
242,2022-04-17,292.9,Organic,APAC
346,2023-09-06,472.9,Email,EU
431,2023-05-07,474.99,Google Ads,APAC
705,2023-02-12,442.34,Organic,US
200,2023-10-19,265.12,Referral,EU
751,2023-10-25,269.0,Referral,EU
659,2023-04-01,467.89,Google Ads,APAC
331,2022-06-11,207.57,Referral,EU
674,2023-06-02,207.44,Referral,EU
934,2023-05-12,392.35,Organic,EU
755,2022-01-02,375.9,Google Ads,EU
961,2022-09-26,399.58,Google Ads,US
62,2022-04-28,115.55,Referral,EU
520,2023-06-06,384.98,Referral,APAC
773,2023-05-05,232.26,Organic,APAC
659,2022-03-24,402.39,Organic,US
672,2023-08-16,375.66,Organic,EU
529,2022-02-12,218.86,Organic,APAC
219,2022-05-12,231.0,Referral,APAC
521,2023-10-01,175.07,Google Ads,EU
828,2023-11-18,10.02,Email,EU
304,2022-09-09,369.62,Referral,US
864,2022-12-29,239.04,Organic,EU
809,2023-01-02,15.73,Referral,EU
765,2022-11-10,292.42,Referral,EU
935,2023-09-21,345.11,Referral,EU
749,2022-05-07,117.87,Organic,APAC
562,2022-07-16,75.56,Email,APAC
351,2023-05-04,128.88,Email,US
66,2023-12-20,156.21,Google Ads,EU
979,2022-02-28,179.01,Referral,APAC
14,2023-11-13,149.12,Organic,EU
318,2023-04-19,44.77,Referral,EU
932,2022-05-15,192.66,Email,APAC
895,2022-10-31,163.1,Google Ads,APAC
935,2022-02-23,239.58,Organic,APAC
705,2023-03-22,37.55,Referral,EU
303,2024-01-01,465.0,Google Ads,EU
2,2022-12-16,153.68,Email,EU
602,2023-03-02,495.14,Google Ads,APAC
676,2022-03-16,96.61,Email,EU
867,2022-04-16,20.04,Google Ads,US
274,2023-04-12,334.63,Google Ads,US
380,2022-07-29,451.49,Email,US
415,2022-08-04,43.81,Email,US
743,2022-09-04,165.42,Google Ads,APAC
23,2023-12-10,139.97,Organic,EU
911,2023-01-02,97.9,Email,EU
115,2022-03-25,189.61,Email,EU
242,2022-11-17,134.74,Email,APAC
119,2022-06-01,184.27,Referral,US
946,2023-07-03,266.71,Organic,APAC
571,2023-03-08,297.08,Organic,APAC
346,2022-04-09,258.65,Organic,US
256,2022-09-22,32.28,Referral,APAC
696,2022-10-15,345.9,Email,US
678,2022-03-31,42.84,Organic,US
72,2023-08-07,264.47,Organic,APAC
338,2022-11-09,343.21,Email,APAC
869,2022-05-02,74.65,Email,US
812,2022-07-22,454.56,Email,EU
973,2022-04-29,488.81,Referral,US
963,2023-09-26,489.47,Google Ads,EU
181,2022-04-19,277.51,Organic,APAC
387,2022-09-27,103.37,Google Ads,US
286,2023-12-11,141.66,Google Ads,US
137,2022-03-18,402.91,Email,US
266,2023-12-05,30.78,Google Ads,EU
674,2022-04-09,170.39,Referral,EU
262,2023-06-16,70.18,Google Ads,APAC
592,2023-03-22,336.79,Organic,EU
774,2022-02-10,39.56,Email,US
244,2022-12-09,74.48,Email,US
468,2022-04-20,129.76,Organic,US
309,2022-01-22,193.37,Referral,APAC
886,2023-05-05,444.0,Google Ads,US
554,2023-08-05,268.37,Email,EU
301,2022-08-09,368.18,Referral,APAC
560,2022-09-14,80.03,Email,APAC
520,2023-02-21,241.24,Google Ads,EU
231,2022-05-26,162.92,Referral,EU
295,2022-05-22,259.01,Referral,US
349,2022-10-08,261.73,Organic,EU
808,2023-10-05,131.11,Referral,EU
423,2022-11-11,488.69,Email,APAC
828,2023-04-21,210.79,Email,US
415,2022-03-05,133.68,Organic,APAC
1,2022-12-12,202.55,Email,APAC
187,2023-12-15,75.86,Email,US
478,2023-03-07,152.86,Email,EU
858,2022-08-25,153.01,Organic,APAC
499,2023-07-30,23.43,Email,APAC
945,2023-11-08,306.69,Email,US
233,2022-10-20,22.75,Organic,US
850,2023-02-27,163.74,Organic,US
899,2022-01-17,40.32,Referral,US
630,2023-05-31,59.13,Google Ads,US
78,2022-11-27,29.73,Organic,EU
97,2022-09-19,309.06,Referral,APAC
877,2023-08-03,471.42,Organic,US
724,2023-01-04,229.88,Google Ads,EU
488,2022-10-05,440.31,Email,US
507,2023-11-21,486.13,Organic,APAC
887,2022-10-13,229.26,Email,EU
881,2022-02-11,469.78,Referral,EU
888,2023-11-03,230.33,Email,APAC
403,2023-08-04,166.6,Organic,APAC
75,2023-09-29,488.73,Referral,EU
626,2023-05-27,491.74,Referral,APAC
711,2022-11-10,139.65,Organic,APAC
342,2022-01-08,455.91,Google Ads,APAC
986,2022-11-28,423.98,Organic,EU
912,2023-11-13,413.05,Referral,US
294,2023-03-29,383.27,Email,EU
193,2022-04-02,258.82,Google Ads,US
714,2022-11-26,83.36,Referral,APAC
279,2023-12-30,282.73,Referral,EU
506,2022-03-31,447.78,Referral,US
673,2022-12-05,344.0,Google Ads,EU
517,2023-09-05,13.59,Referral,APAC
544,2022-11-24,48.6,Google Ads,EU
362,2023-06-04,383.08,Email,APAC
590,2022-03-07,154.25,Google Ads,APAC
102,2023-08-25,166.67,Email,APAC
292,2022-01-11,318.39,Referral,EU
865,2022-04-24,301.87,Organic,APAC
167,2023-11-21,443.75,Google Ads,US
966,2022-06-24,118.44,Google Ads,EU
851,2023-01-11,224.98,Referral,APAC
399,2022-03-22,331.96,Email,US
791,2023-07-25,177.9,Referral,APAC
137,2022-08-19,184.61,Email,US
946,2022-12-03,439.01,Google Ads,APAC
671,2023-04-26,156.58,Referral,EU
214,2023-02-23,160.36,Referral,EU
823,2023-12-21,435.04,Email,EU
95,2022-08-16,24.47,Referral,APAC
519,2022-01-31,298.14,Referral,EU
877,2022-12-11,166.33,Email,EU
859,2023-01-17,168.64,Google Ads,US
610,2023-08-26,422.14,Google Ads,US
364,2023-02-02,427.74,Google Ads,US
295,2022-04-25,442.02,Google Ads,APAC
316,2022-09-20,164.07,Organic,APAC
114,2023-06-13,75.16,Organic,EU
611,2022-02-26,42.54,Email,EU
997,2023-10-14,148.57,Google Ads,APAC
201,2023-01-22,380.32,Referral,APAC
858,2023-06-07,387.13,Google Ads,APAC
650,2023-08-24,464.12,Referral,EU
501,2023-07-27,454.85,Google Ads,US
444,2022-06-05,356.0,Organic,US
678,2023-10-28,131.75,Organic,EU
917,2022-05-27,80.34,Email,APAC
797,2022-07-26,377.68,Referral,EU
991,2022-05-22,125.34,Organic,APAC
946,2023-04-08,27.94,Referral,EU
79,2023-07-14,107.2,Organic,EU
525,2023-01-23,474.57,Organic,APAC
201,2023-11-05,43.3,Organic,EU
629,2023-11-03,242.73,Referral,US
840,2022-06-08,459.17,Referral,US
366,2022-03-25,343.26,Google Ads,APAC
220,2022-10-31,158.78,Referral,APAC
901,2023-04-10,134.03,Email,US
354,2022-05-03,363.75,Google Ads,US
236,2022-02-12,45.22,Organic,EU
922,2023-03-23,163.94,Google Ads,APAC
488,2022-08-19,294.54,Referral,APAC
358,2022-04-03,325.61,Referral,EU
232,2022-02-14,440.8,Email,EU
158,2023-10-30,262.15,Referral,EU
576,2023-03-09,218.02,Organic,APAC
262,2022-06-23,487.51,Referral,APAC
897,2022-11-30,349.32,Organic,EU
989,2022-04-22,31.4,Organic,US
756,2022-02-18,477.51,Organic,EU
699,2022-11-05,447.2,Email,US
667,2022-05-21,215.63,Email,US
89,2022-03-22,324.4,Google Ads,APAC
812,2022-12-12,435.49,Referral,APAC
554,2023-11-18,289.55,Referral,US
169,2023-10-24,90.91,Email,US
835,2023-09-26,410.7,Google Ads,EU
869,2023-07-14,273.19,Referral,EU
326,2023-08-20,241.22,Google Ads,EU
334,2023-03-16,324.07,Organic,APAC
461,2022-10-10,270.6,Email,APAC
120,2022-11-17,281.05,Organic,US
723,2023-02-10,368.23,Google Ads,EU
926,2023-07-09,291.36,Organic,EU
161,2022-06-27,129.7,Email,EU
221,2023-02-14,434.47,Email,EU
806,2023-03-08,300.96,Organic,US
849,2023-07-09,457.1,Organic,APAC
128,2023-03-14,78.96,Referral,APAC
529,2023-10-23,274.4,Google Ads,US
536,2022-02-22,44.36,Organic,EU
24,2022-08-06,111.31,Referral,APAC
